Date,Time,Milliseconds,Treating Pressure,BH Pressure(meas)
2019-11-16,06:09:37,000,7559.0400390625,10671.23046875
2019-11-16,06:09:38,000,7581.16015625,10660.33984375
2019-11-16,06:09:39,000,7561.669921875,10671.48046875
2019-11-16,06:09:40,000,7577.9599609375,10649.6298828125
2019-11-16,06:09:41,000,7580.39013671875,10659.5
2019-11-16,06:09:42,000,7592.10009765625,10658.7099609375
2019-11-16,06:09:43,000,7594.830078125,10665
2019-11-16,06:09:44,000,7591.31005859375,10661.419921875
2019-11-16,06:09:45,000,7613.43017578125,10655.4697265625
2019-11-16,06:09:46,000,7610.5,10669.9697265625
2019-11-16,06:09:47,000,7617.56005859375,10662.0400390625
2019-11-16,06:09:48,000,7599.240234375,10660.2197265625
2019-11-16,06:09:49,000,7624.58984375,10640.669921875
2019-11-16,06:09:50,000,7621.64990234375,10657.080078125
2019-11-16,06:09:51,000,7638.14013671875,10649.8603515625
2019-11-16,06:09:52,000,7634.509765625,10657.1201171875
2019-11-16,06:09:53,000,7635.68994140625,10647.0302734375
2019-11-16,06:09:54,000,7650.33984375,10642.7001953125
2019-11-16,06:09:55,000,7648.3701171875,10648.3798828125
2019-11-16,06:09:56,000,7656.85009765625,10640.9296875
2019-11-16,06:09:57,000,7651.759765625,10641.900390625
2019-11-16,06:09:58,000,7660.47021484375,10632.4296875
2019-11-16,06:09:59,000,7667.6201171875,10635.6103515625
2019-11-16,06:10:00,000,7657.33984375,10635.830078125
2019-11-16,06:10:01,000,7659.240234375,10622.23046875
2019-11-16,06:10:02,000,7654.60986328125,10619.3896484375
2019-11-16,06:10:03,000,7682.35986328125,10613.849609375
